gene_name	ID	num_exons	exons_length	gene_count_mean	is_filtered	NB_stat	NB_stat_exon	diff_exon
AT5G08100	AT5G08100.1	6	654,87,234,206,206,23,	528.333333333333	FALSE	7.54231799315877	0.56,0.41,3.16,39.7,1.39,0.02	4
AT1G67300	AT1G67300.1	17	311,115,85,3,6,74,144,160,94,113,100,133,68,118,137,133,155,	1405.16666666667	FALSE	7.53481709117813	0.18,0.02,4.06,0.06,1.47,5.64,0.95,1.3,0.54,1.13,0.18,0.03,3.06,1.76,3.55,99.13,5.01	16
AT4G26640	AT4G26640.1	7	699,156,157,505,156,45,370,	1490.33333333333	FALSE	7.52351450710803	0.06,0.35,0,0.49,18.52,25.72,NA	6
AT1G60650	AT1G60650.1	6	73,112,139,509,393,39,	342.5	FALSE	7.51401097183595	0.08,34.6,1.4,1.21,0.28,NA	2
AT5G38520	AT5G38520.1	7	355,112,94,35,178,70,509,	1715.33333333333	FALSE	7.50929310652451	1.24,0.79,0.39,49.58,0.44,0.09,0.04	4
AT5G63050	AT5G63050.1	7	50,168,70,134,462,611,24,	656.5	FALSE	7.49972290827277	0.87,6.53,24.55,9.91,2.65,0.47,NA	3
AT5G16880	AT5G16880.1	9	15,59,122,23,539,264,76,75,477,	1739.83333333333	FALSE	7.49268093616219	1.34,0.01,28.06,0.02,0.33,5.27,1.85,30.28,0.27	8
AT2G20010	AT2G20010.1	8	1150,190,459,870,146,99,463,81,	1912.33333333333	FALSE	7.47500333021729	0,0.02,0.44,0.12,0,51.26,0.48,NA	6
AT1G08660	AT1G08660.1	13	1,472,85,82,149,59,91,202,92,78,87,80,223,	717.166666666667	FALSE	7.47244568070879	NA,0.22,73.6,2.63,0.12,3.18,1.13,0,6.76,0,0.55,1.46,0.01	3
AT3G57810	AT3G57810.2	10	14,188,116,250,127,170,122,41,99,317,	323.666666666667	FALSE	7.47231985201469	6.06,43.89,11.29,5.49,4.74,0.27,0.95,0.33,1.04,0.68	2
AT2G03730	AT2G03730.2	11	23,518,105,627,183,46,73,143,131,104,0,	749.333333333333	FALSE	7.45879761226545	5.83,2.61,4.54,5.27,0.94,8.89,0.95,28.35,16.91,0.3,NA	8
AT1G29357	AT1G29357.1	5	38,1007,71,363,61,	419.666666666667	FALSE	7.44119138472954	6.19,0.28,22.5,0.8,NA	3
AT4G30310	AT4G30310.2	21	13,120,80,35,118,179,83,185,62,79,29,120,120,121,157,69,3,128,123,73,47,	1052.33333333333	FALSE	7.43644276985099	5.83,25.5,0.11,30.2,6.4,6.64,19.05,0.28,0.03,3.65,11.39,1.71,2.52,0.88,0.99,5.49,0,8.75,7.51,12.53,6.71	4
AT1G33790	AT1G33790.1	8	99,239,426,474,426,453,389,29,	111.666666666667	FALSE	7.42110357096595	0.66,1.06,23.36,20.8,2.31,2.05,1.71,NA	3
AT2G47110	AT2G47110.1	3	602,50,57,	1018.33333333333	FALSE	7.41789186642244	1.38,16.71,4.17	2
AT5G61530	AT5G61530.1	15	81,120,62,99,39,263,63,19,99,78,218,26,157,335,8,	1038.83333333333	FALSE	7.39869098413105	0.02,25.05,5.45,56.64,9.31,0.12,3.13,1.61,0.57,0.45,0.01,0.77,0.06,4.38,3.41	4
AT4G12610	AT4G12610.1	12	73,203,153,146,380,119,132,213,225,89,252,322,	913.333333333333	FALSE	7.38603474668361	0.38,0.45,4.74,0.15,5.33,0.05,0.11,0.06,0.02,1.99,67.98,NA	11
AT3G20120	AT3G20120.2	5	57,23,64,835,764,	610.333333333333	FALSE	7.36033932388359	0,0.4,36.04,0.21,0.15	3
AT4G16760	AT4G16760.1	17	69,437,184,70,111,121,132,198,199,163,88,210,62,109,38,274,30,	5808	FALSE	7.3325081230098	15.39,4.97,0.01,0.03,0.12,0.77,1.26,1.08,2.54,8.11,0.01,0.11,0.39,0.26,77.33,4.92,NA	15
AT5G49510	AT5G49510.1	9	261,58,72,120,102,129,239,26,158,	324.333333333333	FALSE	7.33021683646765	1.7,1.69,0.7,2.42,0.03,0.9,49.19,2.01,NA	7
AT5G59540	AT5G59540.2	5	5,466,77,322,541,	442.166666666667	FALSE	7.3057873517632	1.89,0.01,33.7,0.16,0.77	3
AT1G06470	AT1G06470.1	15	22,132,157,93,322,170,86,50,68,101,13,185,87,95,345,	709	FALSE	7.29226674279893	0.1,5.55,0.2,94.31,2.38,1.54,0.19,0.34,1.43,1.54,0,0.46,1.29,0.03,0.02	4
AT5G11490	AT5G11490.2	15	29,199,517,125,199,229,167,210,111,177,447,280,90,84,142,	2458.83333333333	FALSE	7.27637336100126	0.65,12.3,2.15,0.5,2.12,1.06,0.31,0,0.82,0.55,2.18,3.38,32.15,0.74,50.21	15
AT3G48330	AT3G48330.2	7	56,5,134,284,165,271,6,	231	FALSE	7.27632805231566	0.01,NA,34.21,0.34,0.12,1.69,NA	3
AT1G53800	AT1G53800.2	11	30,31,68,70,11,378,53,38,319,302,784,	1476	FALSE	7.26789545110947	3.13,1.56,45.99,11.81,NA,0.88,2.44,3.79,0.64,0.12,2.32	3
AT5G27450	AT5G27450.1	9	68,306,137,250,248,408,290,57,22,	294.333333333333	FALSE	7.26147807341713	11.37,26.76,13.22,4.79,0.3,1.6,0.04,0,NA	2
AT1G13960	AT1G13960.2	8	141,351,112,31,674,165,566,49,	697.666666666667	FALSE	7.250825999674	1.62,3.88,37.75,6.46,0.05,0.35,0.64,NA	3
AT1G08820	AT1G08820.1	10	372,78,471,180,116,82,71,113,124,109,	629.5	FALSE	7.24535912925643	0.02,0.01,0.31,0.32,3.16,18.47,2.22,30.81,17.12,0.02	8
AT5G09410	AT5G09410.3	20	73,18,219,120,116,89,90,43,130,10,54,75,99,111,396,689,583,345,248,3,	3219.16666666667	FALSE	7.22254814101504	25.42,0.72,0.65,8.76,4.55,2.79,70.44,2.88,0.07,3.71,0.54,2.7,18.23,0.05,1.1,0.06,1.21,0.01,0.06,0.5	7
AT4G36480	AT4G36480.1	14	156,50,206,95,92,94,73,133,175,141,96,142,128,527,	782.666666666667	FALSE	7.21976435230826	38.55,23.22,10.59,0.01,16.26,0.22,1.4,7.52,0.06,1.08,0.68,0.77,0.63,0.09	1
AT3G24560	AT3G24560.1	14	280,195,161,9,57,119,103,110,2,90,82,81,711,215,	237.166666666667	FALSE	7.20562634602495	12.95,25.08,13.14,1.93,0.65,0.66,12.01,5.31,NA,9.91,9.76,0.52,1.16,0.6	2
AT5G26940	AT5G26940.4	10	127,37,26,4,15,564,600,206,343,20,	365.666666666667	FALSE	7.19177958653593	7.16,2.54,0.06,0.08,3.16,45.29,1.22,2.17,3.03,NA	6
AT4G32551	AT4G32551.2	21	28,385,98,110,486,86,79,76,112,50,309,222,246,118,110,150,156,117,207,364,82,	3776.66666666667	FALSE	7.18524036575977	1.53,0.31,5.33,0,1.71,0.8,4.4,0.66,121.83,1.85,2.01,0.02,0.12,0.7,0.53,0.02,0.32,0,0.52,1.37,6.84	9
AT4G12770	AT4G12770.1	11	289,103,177,90,66,95,5,145,1444,772,59,	1504.66666666667	FALSE	7.16426985081156	32.18,9.85,14.14,0.94,0.34,4.52,0,3.48,4.2,1.99,NA	1
AT3G54280	AT3G54280.1	33	27,163,95,218,55,93,82,338,100,595,133,69,212,241,174,426,444,120,465,539,493,69,105,231,264,50,110,83,213,158,185,165,101,	6140	FALSE	7.1558912356923	0.51,0.21,0.01,0.07,3.04,63.16,0.02,0.62,0.21,0.01,1.43,0.19,0.03,0.09,0.32,0.01,0.35,0.2,1.01,0.18,0,3.93,0.22,0.62,0.59,0.04,0.14,2.49,2.17,0.14,143.17,3.8,NA	31
AT4G30690	AT4G30690.2	11	39,331,40,60,53,50,34,73,93,303,2,	620.5	FALSE	7.14287279491491	2.94,1.76,0,0.81,0.02,38.01,21.85,0.57,0.92,4.54,NA	6
AT1G58100	AT1G58100.1	5	74,1081,70,402,8,	626	FALSE	7.13212002024989	1.21,0.48,26.82,0.02,NA	3
AT5G05000	AT5G05000.1	11	260,162,69,265,125,108,118,194,35,20,128,	394	FALSE	7.12143420033368	0.61,1.39,2.21,0.39,18.22,1.88,7.63,21.05,4.51,2.94,17.52	8
AT2G20815	AT2G20815.2	10	732,54,85,795,120,117,90,2,108,162,	329.833333333333	FALSE	7.0880867101269	43.99,0.09,6.16,3.75,2.21,3.17,1.8,NA,1.33,1.3	1
AT5G54250	AT5G54250.2	13	188,44,76,208,365,72,14,237,109,314,216,692,38,	2331.83333333333	FALSE	7.06844820531306	59.14,2.66,20.81,0.25,0.28,0.05,0.04,0.3,0.66,0,0.54,0.08,NA	1
AT2G33750	AT2G33750.2	5	83,348,32,696,119,	31	FALSE	7.05004139592495	7.36,3.72,NA,16.83,0.28	4
AT5G26610	AT5G26610.1	10	48,152,31,90,196,155,144,95,166,212,	517	FALSE	7.01551668655604	1.33,53.19,2.41,2.62,0.36,3.23,1.4,2.67,1.25,1.69	2
AT3G14930	AT3G14930.1	11	20,107,3,152,383,285,236,184,80,265,28,	3427.5	FALSE	7.01080215589298	1.49,3.92,0.8,5.99,0.08,2.02,2.3,0.96,59.42,0.13,0.02	9
AT5G42920	AT5G42920.1	10	426,135,592,248,338,337,291,63,265,9,	1972	FALSE	7.0074080275358	0.01,1.09,1.33,0.89,0.26,0,0.09,59.29,0.11,NA	8
AT1G73350	AT1G73350.1	10	470,83,101,5,49,39,65,49,122,25,	177.5	FALSE	6.99476494503805	0.23,14.8,0.26,0.16,13.89,18.81,0.01,7.8,NA,NA	6
AT3G15840	AT3G15840.5	20	35,0,11,251,3,3,111,113,114,70,8,85,91,109,15,82,13,57,0,92,	2034	FALSE	6.99041985399599	4.12,NA,1.07,2.33,14.55,8.26,0.28,0.2,4.25,3.15,2.59,5.44,47.18,12.34,2.82,9.38,0.87,1.83,0.08,12.08	13
AT1G16270	AT1G16270.1	10	114,163,2659,81,153,164,148,123,88,423,	3328.66666666667	FALSE	6.98456045056116	1.33,49.9,0.24,2.89,2.72,6.91,3.04,1.16,1.41,0.26	2
AT1G70550	AT1G70550.2	8	38,209,344,87,210,219,147,709,	400.5	FALSE	6.98315355449579	5.82,34.6,4.71,0.05,0.67,0.13,5.51,4.37	2
AT4G22120	AT4G22120.2	23	4,42,4,405,234,571,422,120,102,136,159,334,214,17,62,41,186,18,58,18,5,4,30,	1084.83333333333	FALSE	6.98103057006984	0.05,0.06,NA,0.73,0.28,4.85,2.35,0.42,1.59,2.52,0.31,1.82,27.26,3.81,13.93,11.17,46.99,3.79,3.74,NA,NA,NA,NA	17
AT1G05790	AT1G05790.2	18	167,261,139,15,115,104,101,122,92,106,155,107,122,98,200,367,199,3,	998.166666666667	FALSE	6.97481886966871	0.18,11.86,30.41,8.02,3.51,53.08,2.94,0.18,2.09,0.12,0.61,4.9,0.7,0.58,1.81,0.34,0.22,3.99	6
AT4G19670	AT4G19670.1	5	554,767,505,27,207,	1323.5	FALSE	6.9565812578777	0.06,0.44,3.69,23.64,NA	4
AT3G25530	AT3G25530.1	10	233,171,79,116,102,69,32,111,184,21,	1230.16666666667	FALSE	6.95481791564066	3.76,0,0.43,0,8.65,1.43,45.5,4.29,4.54,0.95	7
AT1G28310	AT1G28310.2	5	304,1273,172,49,138,	180.166666666667	FALSE	6.95448030467101	2.01,0.23,24.06,1.51,NA	3
AT1G45160	AT1G45160.1	18	367,75,97,129,57,52,89,86,193,93,141,93,226,173,1215,177,101,473,	3530.33333333333	FALSE	6.94386931918714	7.06,1.76,108.83,0.35,0.11,0.31,0.63,0.39,1.08,1.44,1.08,0.01,0.78,0,0.07,0.75,0.33,0.01	3
AT2G27500	AT2G27500.1	6	103,174,204,1031,82,248,	311.5	FALSE	6.94135149636597	0.35,3,25.98,2.95,9.27,0.1	3
AT2G15530	AT2G15530.3	15	24,31,170,47,138,48,18,8,1743,51,99,153,106,231,343,	1237	FALSE	6.94033115292523	4.09,19.35,0.75,3.81,1.09,3.61,2.09,NA,0.21,0.38,1.07,1.85,0.05,51.89,NA	14
AT3G26020	AT3G26020.1	13	144,14,88,155,1019,85,153,50,33,32,111,587,2,	837	FALSE	6.92476785091261	0.61,2.01,38.24,4.92,0.17,24.96,0,0.02,2.89,2.78,12.69,0.3,0.44	3
AT5G19430	AT5G19430.2	7	121,248,169,131,105,672,16,	348	FALSE	6.88823285150815	0.4,0.63,29.06,0.05,4.11,0.85,13.12	3
AT1G25420	AT1G25420.1	10	39,22,69,168,133,75,104,172,141,624,	530.833333333333	FALSE	6.87955810331535	0.18,0,7.57,21.05,25.91,6.34,1.78,0.06,1.55,4.35	5
AT3G33530	AT3G33530.3	28	55,965,460,22,17,119,182,137,45,67,130,23,115,76,183,77,161,106,205,287,122,145,93,74,54,310,202,17,	6117.16666666667	FALSE	6.87918835556353	0.03,0.19,0.77,4.95,0.01,0.49,1.08,1.48,10.49,1.11,0.14,0.41,0.02,2.82,1.34,18.55,0,0.51,0.76,2.38,4.58,0.66,9.72,0.26,0.33,3.51,119.15,NA	27
AT2G47890	AT2G47890.1	6	720,162,81,272,250,12,	494	FALSE	6.85837849614546	1.48,0.02,14.11,0.99,1.06,23.49	6
AT1G30610	AT1G30610.2	12	162,1328,192,82,192,114,91,158,82,432,348,110,	1576.33333333333	FALSE	6.85558996572818	0.1,1.31,0.18,0.17,0.32,0.01,0.86,0.17,32.07,0.14,0.33,46.62	12
AT1G08710	AT1G08710.1	6	323,174,163,199,151,263,	131.666666666667	FALSE	6.83618824584525	0.22,0.02,0,0.03,21.25,19.5	5
AT4G28660	AT4G28660.2	5	35,162,44,647,5,	998.5	FALSE	6.81932546495594	0.13,4.08,23.04,0.03,NA	3
AT3G27350	AT3G27350.2	11	361,194,94,96,572,63,52,62,159,198,36,	378.333333333333	FALSE	6.81834252036211	12.58,2.41,0.63,2.38,0.92,0.95,0.97,2.57,50.01,0.47,1.11	9
AT3G52640	AT3G52640.1	20	1,468,284,445,85,85,141,72,120,72,133,74,72,78,77,83,115,114,137,127,	1199.66666666667	FALSE	6.78330400679613	NA,2.1,100.15,0.85,7.69,0.91,0.01,0.08,0.81,2.25,0.71,0.02,0.01,0.01,0.03,0.31,5.26,1.31,0.2,6.19	3
AT5G21920	AT5G21920.1	6	10,385,203,38,315,43,	918	FALSE	6.78158199332881	0.18,1.22,0.68,31.74,0.09,NA	4
AT5G05010	AT5G05010.1	14	89,6,37,57,40,224,243,172,299,193,154,63,97,421,	3853.83333333333	FALSE	6.7749405684058	0.79,20.2,44.77,20.98,0.02,6.16,0.49,0.17,0,1.02,0.02,0.19,0.01,0	3
AT5G63120	AT5G63120.1	11	334,234,187,227,86,93,155,162,180,464,250,	606.666666666667	FALSE	6.76705823895372	1.71,0.69,62.1,3.43,0,0,0.7,2,0.35,0,3.46	3
AT5G55100	AT5G55100.1	8	56,138,121,1349,735,161,366,20,	1886.16666666667	FALSE	6.75645103638903	2.4,1.94,41.3,0.88,0.16,0.58,0.03,NA	3
AT5G53620	AT5G53620.1	19	16,5,106,83,12,169,51,201,99,56,112,180,246,174,168,126,183,99,397,	2263.33333333333	FALSE	6.74804116331121	0.6,2.85,1.92,28.04,0.88,71.7,0.18,1.65,3.79,0.34,0.55,0,1.84,1.89,8.43,0.22,2.19,0.96,0.16	6
AT5G19450	AT5G19450.1	10	399,231,171,116,153,144,124,533,39,192,	1866.33333333333	FALSE	6.73612446283514	1.81,0.03,0.04,0.46,0.01,0.51,1.35,12.91,43.5,NA	9
AT3G01920	AT3G01920.1	8	325,54,25,123,167,70,99,198,	49.5	FALSE	6.72761159225909	5.39,NA,NA,NA,NA,NA,NA,8.07	8
AT1G21350	AT1G21350.3	14	2,182,3,83,66,83,63,69,54,81,66,94,255,8,	476	FALSE	6.70737766790022	NA,2.02,0.01,2.67,4.23,0.27,9.11,4.07,12.27,34.65,0.19,15.05,1.93,0.74	10
AT3G01860	AT3G01860.1	5	402,34,84,547,95,	245.666666666667	FALSE	6.70217886255363	18.93,10.83,0.09,1.75,1.91	1
AT5G22440	AT5G22440.1	8	306,206,166,223,34,108,27,33,	342	FALSE	6.66905739406721	0.16,0,12.16,5.87,1.95,26.37,1.91,4.92	6
AT3G59990	AT3G59990.4	19	13,313,218,144,97,95,92,146,100,108,43,184,14,78,21,29,9,4,223,	2041.83333333333	FALSE	6.66634147576131	0.73,1.59,0.06,0,2.92,0.44,4.1,9.77,6.73,21.57,0.35,25.94,2.07,5.93,37.13,2.35,1.72,2.3,0.98	15
AT5G66240	AT5G66240.3	15	31,71,87,80,101,101,67,100,114,138,85,5,44,267,123,	1320.83333333333	FALSE	6.64066567119961	3.85,3.97,14.79,0.65,31.07,2.19,27.76,1.6,0.63,5.27,0.36,0,0.26,0.58,NA	5
AT2G36870	AT2G36870.1	7	591,69,56,218,101,243,21,	275	FALSE	6.63235411048789	20.93,9.58,8.5,0.94,1.27,2.36,2.84	1
AT1G09300	AT1G09300.2	15	423,110,75,77,264,93,207,104,67,108,93,85,71,56,293,	338.833333333333	FALSE	6.63222307852007	41.79,0.33,8.17,20.46,4.17,2.93,2.62,0.63,1.74,1.52,3.14,1.65,4.36,1.17,4.8	1
AT1G33415	AT1G33415.1	11	11,331,47,79,153,142,158,176,96,58,243,	323.333333333333	FALSE	6.59407571212666	0.37,0.68,27.04,8.72,0.11,0.21,0.07,3.81,18.34,NA,NA	3
AT5G58340	AT5G58340.1	7	1162,191,64,44,164,63,154,	305.166666666667	FALSE	6.58619870081607	1.33,0.57,0.1,2.51,28.41,NA,NA	5
AT2G41710	AT2G41710.1	12	309,620,62,51,14,74,89,9,83,31,74,374,	1046.66666666667	FALSE	6.58505506430258	0.69,0.04,0.02,0.88,0.56,3.31,2.1,3.42,11.2,15.02,41.56,0.22	11
AT5G63870	AT5G63870.2	11	0,10,260,108,147,86,495,401,10,90,25,	833.166666666667	FALSE	6.57801245929844	NA,0.37,0.33,6.36,0.4,54.79,1.74,0.03,1.2,0.07,0.5	6
AT1G05870	AT1G05870.3	11	70,190,172,63,45,67,97,225,523,13,17,	339.833333333333	FALSE	6.54611189862748	2.71,18.99,3.02,17.69,10.63,0.13,4.25,0.33,1.17,NA,NA	2
AT2G35660	AT2G35660.1	12	2,29,213,147,75,7,66,163,229,545,65,15,	703.666666666667	FALSE	6.5274839506673	0.27,0.24,0.01,1.03,47.28,0.3,3.99,0.37,0.97,0,0.03,23.85	5
AT5G08160	AT5G08160.1	8	573,125,186,144,143,19,106,258,	602.5	FALSE	6.52269443863286	1.44,1.11,1.86,2.3,13.24,5.15,26.96,0.13	7
AT5G19480	AT5G19480.1	10	0,197,103,52,293,204,60,127,138,71,	233.333333333333	FALSE	6.51330653999497	NA,1.28,23.24,14.89,10.16,0,0.01,0.02,2.51,NA	3
AT2G38820	AT2G38820.2	6	66,743,70,64,57,634,	573.666666666667	FALSE	6.51149289536049	0.26,0.36,0.18,37.87,0.35,0.05	4
AT1G48210	AT1G48210.1	9	154,32,115,251,127,274,133,87,327,	544.333333333333	FALSE	6.50543983802306	40.79,13.6,1.12,0.31,0.07,0.05,0.84,0.71,1.04	1
AT5G61670	AT5G61670.1	10	310,115,117,87,77,128,137,135,90,423,	1430.5	FALSE	6.48081761245201	0.92,0.79,0.21,0.15,2.64,0.3,4.82,16.72,31.78,NA	9
AT1G75340	AT1G75340.2	15	1,219,73,223,86,93,78,218,94,96,95,178,60,113,16,	339.166666666667	FALSE	6.48064183296037	NA,0.02,1.17,2.29,0.04,23.72,9.74,1.16,11.03,1.46,0,30.67,6.01,0.05,3.36	12
AT4G36800	AT4G36800.1	8	425,117,79,109,154,94,57,23,	618.333333333333	FALSE	6.43925539053958	0.88,1.85,20.75,4.4,8.52,13.82,1.09,0.21	3
AT5G18260	AT5G18260.1	4	792,410,105,120,	286	FALSE	6.40695587792617	1.86,1.32,16.04,NA	3
AT5G55700	AT5G55700.2	15	1,339,129,67,146,32,21,221,78,160,254,70,69,412,2,	775.5	FALSE	6.38217528455492	0.29,0,4.58,0.64,51.63,8.39,12.83,4.32,2.5,2.04,0.34,0.63,1.07,0.07,NA	5
AT5G13000	AT5G13000.1	48	399,123,62,13,12,38,798,230,113,84,119,120,53,97,190,63,5,126,110,152,133,104,124,161,85,95,141,87,50,82,61,53,335,115,129,94,77,138,127,92,93,117,111,94,125,101,252,86,	17363.3333333333	FALSE	6.35650512434776	0.49,5.24,151.7,NA,1.08,38.22,0.05,2.25,0.97,0.04,0.39,0.01,66.64,0.28,1.56,0.76,0.21,0.19,1.46,0.06,0.18,6.55,0.18,0.51,1.43,7.79,0.08,0.22,1.94,0.09,0.02,1.19,0,0.84,0.26,0.04,0.01,0.2,0.4,0.02,0.02,0.53,0.09,1.85,1.38,0.97,0.31,0.01	3
AT3G13340	AT3G13340.2	13	224,42,173,169,168,87,135,111,92,106,87,446,437,	1394.83333333333	FALSE	6.35263243551844	15.94,0.92,27.76,8.47,0.93,1.62,0.53,0.73,0.11,0.8,0,18.42,NA	3
AT3G58510	AT3G58510.1	11	31,34,5,121,105,838,84,243,162,114,835,	1992.83333333333	FALSE	6.34998872012131	1.43,0.95,6.1,22.63,30.29,0.01,0.9,4.68,0.19,2.45,0.2	5
AT1G63970	AT1G63970.1	5	466,107,23,331,27,	679.166666666667	FALSE	6.34393309589703	0.88,10.31,19.99,0.09,0.44	3
AT2G20180	AT2G20180.1	13	10,325,169,339,66,66,78,669,36,107,0,108,7,	707.5	FALSE	6.33615467564072	NA,0.03,34.09,0.27,0.12,0.02,5.43,1.61,6.65,10.84,NA,4.3,NA	3
AT5G23250	AT5G23250.1	8	337,210,171,124,62,82,92,492,	442.333333333333	FALSE	6.32465013827404	0.05,0.03,1.66,0.04,0.08,1.91,46.28,0.56	7
AT1G24350	AT1G24350.1	12	395,65,191,83,50,3,93,51,157,293,11,85,	239.166666666667	FALSE	6.31488111349277	30.92,2.9,0.3,3.78,0.44,NA,1.34,0.06,0.75,18.95,3.71,NA	1
AT3G63340	AT3G63340.1	23	332,81,55,83,76,144,84,75,88,58,399,184,157,142,77,2,365,262,97,142,106,265,676,	3894.33333333333	FALSE	6.29866863918951	3.53,3.64,0.23,0.12,0.28,0.17,0,3.17,0.38,0.36,0.01,0.4,0.32,4.45,2.91,1.42,3.81,0.97,116.38,2.28,0.04,0,0	19
AT3G06125	AT3G06125.2	6	27,6,154,102,192,359,	57.1666666666667	FALSE	6.28079831597003	6,0.73,4.32,3.11,17.25,NA	5
AT1G15950	AT1G15950.1	8	234,155,186,353,109,53,294,14,	2861.16666666667	FALSE	6.27620623731415	0,0.05,0.01,0.25,0.03,37.16,0.34,12.37	6
AT3G04450	AT3G04450.2	13	337,69,95,46,113,482,196,77,46,61,70,364,19,	186.5	FALSE	6.2707500891253	36.49,1.98,21.27,1.91,13.54,2.96,1.64,0.02,0,1.16,0.01,0.23,0.31	1
AT1G26230	AT1G26230.1	16	351,93,93,105,72,78,170,235,243,96,138,126,67,0,202,465,	601.666666666667	FALSE	6.26756361795827	0.38,0,2.36,1.72,1.94,1.08,1.16,0.47,1.17,0.21,0.87,1.22,17.54,NA,57.62,NA	15
AT1G64710	AT1G64710.1	8	175,29,137,50,332,83,76,670,	778.5	FALSE	6.26704989871046	15.09,13.84,2.5,9.13,1.24,1.34,5.48,1.52	1
AT2G42780	AT2G42780.2	11	37,163,193,141,79,63,79,57,120,334,1,	313.833333333333	FALSE	6.26531957324399	0,0.03,0.24,2.65,2.64,0,0.53,0.35,55.21,1,NA	9
AT4G07990	AT4G07990.1	9	315,58,37,242,117,42,266,55,389,	341.666666666667	FALSE	6.26079862169115	0.31,0.07,0.49,1.37,0.08,15.01,6.33,26.43,NA	8
AT5G58220	AT5G58220.3	9	9,3,466,74,38,157,102,302,1,	525.666666666667	FALSE	6.25150398000173	2.03,NA,0.05,34.26,8.73,1.9,0,2.94,0.1	4
AT1G02890	AT1G02890.1	27	394,105,60,139,185,84,123,180,70,97,76,90,105,72,174,71,149,64,229,92,125,677,147,114,92,220,197,	8312.66666666667	FALSE	6.24468312373067	3.52,0.71,3.57,0.08,0.01,144.67,4.54,3.77,0.31,0.13,0.27,0.06,0.02,0.22,0.21,0.01,0.01,0.98,0.84,0.1,0.39,0.28,0.45,2.23,0.85,0.26,0.11	6
AT4G39560	AT4G39560.1	5	6,209,84,1211,13,	216.666666666667	FALSE	6.23541371255234	NA,4.5,12.73,1.48,NA	3
AT1G10590	AT1G10590.1	8	4,506,242,44,3,42,21,19,	562.166666666667	FALSE	6.19819531078528	0.22,0.61,0.31,33.98,NA,0.44,1.23,6.59	4
AT2G02570	AT2G02570.1	14	147,93,126,13,186,66,34,27,177,76,83,126,69,201,	814	FALSE	6.18851158038661	46.03,0.12,36.14,0,0.01,0.22,1.9,0.02,0.01,1.27,0.12,0.09,0.31,0.4	1
AT1G32200	AT1G32200.1	15	302,31,92,149,114,120,79,111,62,102,58,98,87,98,375,	1135	FALSE	6.17023387613437	38.49,13.94,21.45,0.99,0.13,0.06,6.51,2.62,0.92,3.56,0.03,0.6,0.02,3.09,0.14	1
AT2G48110	AT2G48110.1	14	355,111,345,167,92,57,359,60,87,115,162,661,207,1344,	40	FALSE	6.16198665997651	6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04	1
AT5G50200	AT5G50200.3	7	94,35,85,97,17,149,673,	119.666666666667	FALSE	6.12823379535104	8.67,5.47,NA,21.54,0.53,0.44,0.13	4
AT5G21930	AT5G21930.3	21	35,90,622,78,98,54,87,165,111,69,110,106,67,80,630,132,151,134,127,3,256,	4844	FALSE	6.12246010101462	67.04,1.25,0.02,1.63,0.11,0.01,0.25,0.35,0.43,30.16,1.63,0.15,2.46,3.11,0.23,1.5,0.25,2.69,3.05,NA,NA	1
AT2G45250	AT2G45250.1	5	86,365,84,95,361,	180.666666666667	FALSE	6.11035494667818	3.32,0.51,2.03,23.86,0.83	4
AT4G39460	AT4G39460.2	16	209,226,81,62,52,90,96,54,91,73,87,111,71,43,50,86,	796.666666666667	FALSE	6.10282350157659	5.66,18.91,1.38,0.02,0,3.93,2.4,1.41,0.03,5.69,0.92,2.89,0.77,23.23,30.17,0.22	15
AT2G42330	AT2G42330.1	5	356,40,522,2330,59,	1729.66666666667	FALSE	6.10061144618331	0.63,6.88,18.15,0.39,4.46	3
AT3G26840	AT3G26840.1	14	396,52,56,159,111,116,122,109,131,367,114,86,110,374,	13	FALSE	6.09975278514168	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,NA,4.09	11
AT3G56130	AT3G56130.1	13	1,226,174,71,205,33,20,3,267,63,69,46,331,	495.833333333333	FALSE	6.07203626619359	NA,0.98,1.7,0.26,55.13,0.12,2.5,NA,3.23,0.93,1.4,0.01,0.54	5
AT3G50530	AT3G50530.1	12	850,131,42,109,79,91,297,113,108,63,168,424,	1219.5	FALSE	6.06654577373208	0.09,1.78,2.52,0.13,0,59.3,4.46,0.01,3.62,0.32,0,0.56	6
AT1G08350	AT1G08350.1	10	377,488,157,132,589,41,208,163,56,9,	355.333333333333	FALSE	6.05272386965216	0.1,0.05,1.67,0.49,10.12,0.09,39.59,0.27,2.1,NA	7
AT4G27620	AT4G27620.2	7	39,887,102,232,157,11,64,	219.333333333333	FALSE	6.04609182563302	0.12,1.3,5.07,6.05,28.98,0.21,0.59	5
AT2G04880	AT2G04880.1	6	181,647,70,181,156,791,	1670	FALSE	6.03482984702566	0.17,0.03,35.01,0.52,0.05,0.43	3
AT3G49060	AT3G49060.2	15	160,175,179,726,53,474,147,164,23,146,105,122,122,232,56,	1133.83333333333	FALSE	6.03179596264053	17.54,36.33,0.78,0.01,27.45,0,0.1,0.69,0.75,0.06,0.36,2.39,1.22,0,2.79	2
